school,original_publication_date,sentence_lowered,period
feminism,1949,maternal love is often lost in the reprimands and outbursts that underlie the concern for a well kept home.,contemporary
feminism,1949,"i was specifically told about the case of a man who for the first months of his wife's pregnancy a wife he did not even love very much presented the exact symptoms of nausea, dizziness, and vomiting seen in pregnant women.",contemporary
feminism,1949,"helene deutsch seems tempted by this opinion; she writes that when the mother has not felt the labor of childbirth, she does not profoundly recognize the child as her own at the moment she is presented with him; however, she agrees that the same feeling of emptiness and strangeness is encountered in women who have given birth and suffered; and she maintains all through her book that maternal love is a feeling, a conscious attitude, and not an instinct; that it is not necessarily linked to pregnancy; according to her, a woman can maternally love an adopted child or one her husband has had from a first marriage, and so on.",contemporary
feminism,1949,a woman who does not control her love for precious objects and symbols forgets her own appearance and risks dressing outlandishly.,contemporary
feminism,1949,"mme de noailles, who also accorded much importance to her dress, speaks sadly in her memoirs of the crisis of a failed dress: i loved the vividness of the colours, their daring contrast, a dress seemed like a landscape,",contemporary
feminism,1949,"a german novel, the artificial silk girl, tells the story of a poor girl's passion for a vair coat; sensually she loved the caressing warmth of it, the furry tenderness; in precious skins it is her transfigured self she cherishes; she finally possesses the beauty of the world she had never embraced and the radiant destiny that had never been hers:",contemporary
feminism,1949,i felt like kissing it i loved it so much.,contemporary
feminism,1949,"this fur was like a diamond on my skin that loved it and what one loves, one doesn't give it back once one has it.",contemporary
feminism,1949,it is like the rare man who would make me precious through his love for me.,contemporary
feminism,1949,"it is not pure frivolousness for her to attach so much importance to silk stockings, gloves, and a hat: keeping her rank is an imperious obligation.",contemporary
feminism,1949,"she prepared fruit juices, took a laxative from time to time, and did the dishes with rubber gloves.",contemporary
feminism,1949,"the horror of degradation that all living change involves in some cold or frustrated women arouses a horror of life itself: they seek to preserve themselves as others preserve furniture or jam; this negative stubbornness makes them enemies of their own existence and hostile to others: good meals damage their figures, wine spoils their complexions, smiling too much gives you wrinkles, the sun hurts the skin, rest makes you lethargic, work wears you out, love gives you circles under your eyes, kisses make your cheeks red, caresses deform your breasts, embraces shrivel the flesh",contemporary
feminism,1949,"don't touch me, your hands are all sticky, you're going to get me dirty'; the appearance conscious rejects her husband's or lover's ardor with the same rebuffs.",contemporary
feminism,1949,"my darling little petya loves his old nanny just as much as he would love a great beauty i am having my hair curled today, and have been happily imagining how nice it will look, even though nobody will see me and it is quite unnecessary.",contemporary
feminism,1949,even a husband in love or an infatuated lover is often indifferent to a woman's clothes.,contemporary
feminism,1949,"if they love her ardently in her nudity, the most attractive adornments merely disguise her; and they will cherish her whether badly dressed, tired, or dazzling.",contemporary
feminism,1949,"if they no longer love her, the most flattering dresses will be of no avail.",contemporary
feminism,1949,"clothes can be an instrument of conquest but not a weapon of defense; their art is to create mirages, they offer the viewer an imaginary object: in the erotic embrace and in daily relations mirages fade; conjugal feelings like physical love exist in the realm of reality.",contemporary
feminism,1949,women do not dress for the loved man.,contemporary
feminism,1949,"but in this respect many resemble mrs. dalloway, about whom woolf tells us: although she loved these triumphs and their brilliance and the excitement they brought, she also felt the hollowness, the sham.",contemporary
feminism,1949,"when confronting man, woman is always onstage; she lies when pretending to accept herself as the inessential other, she lies when she presents to him an imaginary personage through impersonations, clothes, and catchphrases; this act demands constant tension; every woman thinks more or less 'i am not myself' around her husband or her lover; the male world is hard, there are sharp angles, voices are too loud, lights are too bright, contacts brusque.",contemporary
feminism,1949,"three sisters, unhappy or troubled in their loves, gather every night around the old sofa from their childhood; there they relax, pondering the worries of the day, preparing tomorrow's battles, tasting the ephemeral pleasures of a reparative rest, a good sleep, a warm bath, a crying session, they barely speak, but each one creates a nesting space for the others; and everything taking place with them is real.",contemporary
feminism,1949,but where women especially see each other as enemies is in the area of seduction and love; i have pointed out this rivalry in girls: it often continues throughout life.,contemporary
feminism,1949,"a woman who truly loves is satisfied to be glorified in one heart, she will not envy her friends' superficial success; but she feels threatened in her very love.",contemporary
feminism,1949,"the confidante is invited to see through the eyes of the woman in love, to feel with her heart, with her flesh: she is attracted by the lover, fascinated by the man who seduces her friend; she feels protected enough by her loyalty to let her feelings go; she does not like playing an inessential role: soon she is ready to surrender, to offer herself.",contemporary
feminism,1949,many women prudently avoid their 'intimate girlfriends' as soon as they fall in love.,contemporary
feminism,1949,"after two sessions only, she admits to having a lover.",contemporary
feminism,1949,"the woman easily imagines that the man to whom she has exhibited herself is impressed by her physical charm or her soul's beauty, and she thus is persuaded, in pathological cases, that she is loved by a priest or doctor.",contemporary
feminism,1949,one evening during the performance at the opera she falls in love with the tenor.,contemporary
feminism,1949,she is happy to be able to love so warmly and still remain a faithful wife!,contemporary
feminism,1949,"women often evoke their images when engaged in solitary pleasures, or they call up such fantasies in conjugal lovemaking; these images also often revive some childhood memory in the figure of a grandfather, a brother, a teacher, and so on.",contemporary
feminism,1949,"nevertheless, there are also men of flesh and blood in women's circles; whether she is sexually fulfilled, frigid, or frustrated except in the rare case of a complete, absolute, and exclusive love the woman places great value on their approbation.",contemporary
feminism,1949,"too mundane gaze no longer nurtures her image; she needs eyes still full of mystery to discover her as mystery; she needs a sovereign consciousness before her to receive her confidences, to revive the faded photographs, to bring to life that dimple in the corner of her mouth, the fluttering eyelashes that are hers alone; she is only desirable, lovable, if she is desired, loved.",contemporary
feminism,1949,"while she more or less makes the best of her marriage, she looks to other men mainly to satisfy her vanity: she invites them to share in her cult; she seduces, she pleases, happy to dream about forbidden loves, to think: if i wanted to ??; she prefers to charm many admirers than to attach herself deeply to any one; more ardent, less shy than a young girl, her coquetry needs males to confirm her in the consciousness of her worth and power; she is often all the bolder as, anchored in her home and having succeeded in conquering one man, she leads him on without great expectations and without great risks.",contemporary
feminism,1949,"adler maintains that woman's infidelity always stems from revenge; this is going too far; but the fact is that she often yields less to a lover's seduction than to a desire to defy her husband: 'he is not the only man in the world i can attract others i am not his slave, he thinks he is clever",contemporary
feminism,1949,"it may happen that the derided husband retains his primordial importance for the wife; just as the girl will sometimes take a lover to rebel against her mother or protest against her parents, disobey them, affirm herself, so a woman whose very resentment attaches her to her husband seeks a confidant in her lover, an observer who considers her a victim, an accomplice who helps her humiliate her husband; she talks to him endlessly about her husband under the pretext of subjecting him to his scorn; and if the lover does not play his role well, she moodily turns from him either to go back to her husband or to find another consoler.",contemporary
feminism,1949,"but very often, it is less resentment than disappointment that drives her into the arms of a lover; she does not find love in marriage; she resigns herself with difficulty to never knowing the sensual pleasures and joys whose expectations charmed her youth.",contemporary
feminism,1949,montaigne says: we train them from childhood to the ways of love.,contemporary
feminism,1949,"the idea of love, if only by continually depicting it to them in order to disgust them with it.",contemporary
feminism,1949,"and engels declares: with monogamous marriage, two constant social types, unknown hitherto, make their appearance on the scene the wife's attendant lover and the cuckold husband together with monogamous marriage and hetaerism, adultery became an unavoidable social institution denounced, severely penalised, but impossible to suppress.",contemporary
feminism,1949,"some moralists have been outraged by the preference shown to the lover, and i have pointed out the efforts of bourgeois literature to rehabilitate the figure of the husband; but it is absurd to defend him by showing that often in the eyes of society that is to say, other men he is better than his rival",contemporary
feminism,1949,"first of all, it is he who assumes the thankless role of initiator; the contradictory demands of the virgin who dreams of being both violated and respected almost surely condemn him to failure; she remains forever frigid in his arms; with her lover she experiences neither the torment of defloration nor the initial humiliation of modesty overcome; she is spared the trauma of surprise: she knows more or less what to expect; more honest, less vulnerable, less naive than on her wedding night, she does not confuse ideal love and physical hunger, sentiment and sexual excitement:",contemporary
feminism,1949,"when she takes a lover, it is a lover she wants.",contemporary
feminism,1949,"either she accepted him in resignation, or she was given over to him by her family; in any case, even if she married him for love, she makes him her master by marrying him; their relations have become a duty, and he often takes on the figure of tyrant.",contemporary
feminism,1949,"her choice of lover is doubtless limited by circumstances, but there is an element of freedom in this relationship; to marry is an obligation, to take a lover is a luxury; it is because he has solicited her that the woman yields to him: she is sure, if not of his love, at least of his desire; it is not for the purpose of obeying laws that he acts upon his desire.",contemporary
feminism,1949,janet cites several cases of this melancholia that show us bluntly what the woman looks for and finds in her lover:,contemporary
feminism,1949,"another woman, thirty one, fell ill after breaking with a lover she adored. '",contemporary
feminism,1949,"but by contrast, she writes about her lover: 'he is an astonishing man, i never saw in him a moment of confusion, emotion, gaiety, carelessness, always in control, mocking, cold enough to make you die of shame.",contemporary
feminism,1949,"in addition, an impudence, sangfroid, a sharp mind, a lively intelligence that made my head spin ??' there are women who savor this feeling of plenitude and joyful excitement only in the first moments of a liaison; if a lover does not give them instant pleasure and this frequently happens the first time as the partners are intimidated and ill adapted to each other they feel resentment and disgust toward him; these 'messalinas' have multiple affairs and leave one lover after another.",contemporary
feminism,1949,this was the same woman whose frigidity in the embrace of a highly potent man drove her to take a lover!,contemporary
feminism,1949,"it happens that just as the young girl dreams of a liberator who will wrest her from under her father's roof, the wife awaits the lover who will save her from the conjugal yoke: an often told story is that of the ardent lover who cools off and flees when his mistress starts talking about marriage; she is often hurt by his reluctance, and from then on, their relations become distorted by resentment and hostility.",contemporary
feminism,1949,"the ruses women use to thwart this scrutiny have often been described; i know a small portuguese town of ancient severity where young women only go out in the company of a mother in law or sister in law; but the hairdresser rents out rooms above his shop; between hair being set and combed out, lovers steal a furtive embrace.",contemporary
feminism,1949,"as marriage generally does not mean physical love, it would seem reasonable to clearly differentiate one from the other.",contemporary
feminism,1949,"for woman, the love act is still considered a service woman renders to man, thus giving him the status of master; we have seen that he can always take an inferior woman, but she degrades herself if she gives herself to a male who is not her equal; her consent, in any case, is of the same nature as a surrender, a fall.",contemporary
feminism,1949,"by contrast, in lovemaking, the woman is changed into object, into prey; it seems to the husband that she is possessed by a foreign mana, that she ceases to belong to him, she is stolen from him.",contemporary
feminism,1949,"if she does preserve her integrity, she may nonetheless fear that her husband will be compromised in her lover's consciousness.",contemporary
feminism,1949,"this is why the woman is careful to choose her lover from a lower social class in bataille's tenderness or kessel's belle de nuit, she seeks sexual satisfaction from him, but she does not want to give him an advantage over her respected husband.",contemporary
feminism,1949,"may. society confuses the free woman and the loose woman; the lover himself may not recognize the freedom from which he profits; he would rather believe his mistress has yielded, let herself go, that he has conquered her, seduced her.",contemporary
feminism,1949,the real title of this short story is 'the lovely leave.'.,contemporary
feminism,1949,we will see that the attitude of the couple is reversed in a love affair.,contemporary
feminism,1949,more than half said they gave themselves out of love; the others consented out of ignorance.,contemporary
feminism,1949,"in some cases, she remains attached to her first lover and continues to live with him; she takes an 'honest' job; when the lover abandons her, another consoles her; since she no longer belongs to one man, she decides she can give herself to all; sometimes it is the lover the first, the second who suggests this means of earning money.",contemporary
feminism,1949,he would say: 'you don't love me.,contemporary
feminism,1949,"when you love a man, you work for him.'",contemporary
feminism,1949,"i left my parents to live with a friend i met at a dance, i understood right away that she wanted to love me like a man",contemporary
feminism,1949,"then one day, just like a boy, she admitted her great love.",contemporary
feminism,1949,"she often feels love for him; she takes on this job or justifies it out of love; in this milieu, man's superiority over woman is enormous: this distance favors love religion, which explains some prostitutes' passionate abnegation.",contemporary
feminism,1949,"they experience jealousy and torment with him, but also the joys of the woman in love.",contemporary
feminism,1949,"even though he was a good lover, he didn't turn me on, but we felt a lot of friendship for each other.",contemporary
feminism,1949,"often he came up with me without making love, just to talk; he told me i should get out of this, that my place wasn't here.",contemporary
feminism,1949,we can see in the life of marie th se who was launched into lovemaking by a woman what special role the female 'pal' plays in comparison to the despised male client or the authoritarian pimp:,contemporary
feminism,1949,"it is often emphasized that she reserves kissing on the lips, the expression of real tenderness, for her true love, and she makes no connection between amorous embraces and professional ones.",contemporary
feminism,1949,that's why i love him.,contemporary
feminism,1949,"in fact, it is not beauty that arouses desire: but the platonic theory of love suggests hypocritical justifications for lust.",contemporary
feminism,1949,my lovers are truly most indiscreet.',contemporary
feminism,1949,"cinderella does not always dream of prince charming: husband or lover, she fears he may change into a tyrant; she prefers to dream of her own smiling face on a movie theater marquee.",contemporary
feminism,1949,"but it is more often thanks to her masculine 'protection' that she will attain her goal; and it is men husbands, lovers, suitors who confirm her triumph by letting her share their fortune or their fame.",contemporary
feminism,1949,"a woman might also use man as an instrument, so as to practice through him masculine functions: the 'favorite royal mistresses' participated in the government of the world through their powerful lovers.",contemporary
feminism,1949,"if many nonprofessional women insist on extracting checks and gifts from their lovers making the man pay and paying him, as we will see further on, it is not out of cupidity alone: it is to change him into an instrument.",contemporary
feminism,1949,"she can abandon herself to her lover's embraces; she is not yielding to a foreign will; pleasure will not be 'inflicted' on her, it will become rather a supplementary benefit; she will not be 'taken,' because she is paid.",contemporary
feminism,1949,"the most beautiful woman is never sure of tomorrow, because her weapons are magic, and magic is capricious; she is bound to her protector husband or lover nearly as tightly as a 'virtuous' wife is bound to her husband.",contemporary
feminism,1949,she plays a comedy of love for her protector: at times she plays it for herself.,contemporary
feminism,1949,there are moments of spontaneity in her life: she does experience love; she has 'flings' and 'infatuations'; sometimes she is even 'mad about' someone.,contemporary
feminism,1949,"generally, she composes her fantasies with the prudence of an adulterous wife; she hides from her producer and the public; thus, she cannot give too much of herself to her 'true loves'; they can only be a distraction, a respite.",contemporary
feminism,1949,"besides, she is usually too obsessed with her own success to be able to lose herself in a real love affair.",contemporary
feminism,1949,"as for other women, it often happens that the hetaera loves them sensually; as an enemy of men who impose theirdomination on her, she will find sensual relaxation as well as revenge in the arms of a woman friend: so it was with nana and her dear satin.",contemporary
feminism,1949,"an actress like rachel, a dancer like isadora duncan, even if they are aided by men, have occupations that are demanding and justify them; they attain concrete freedom from the work they choose and love.",contemporary
feminism,1949,"the moloch to whom the hetaera sacrifices pleasure, love, and freedom is her career.",contemporary
feminism,1949,the destiny of the woman devoted to man is haunted by love: she who exploits the male fulfills herself in the cult of self adoration.,contemporary
feminism,1949,"for prostitution to disappear, two conditions are necessary: a decent job must be guaranteed to all women; customs must not place any obstacles to free love.",contemporary
feminism,1949,"just as some women use marriage to serve their own ends, others use their lovers as means for attaining a political or economic aim.",contemporary
feminism,1949,"the mature man is engaged in more important enterprises than those of love; his sexual ardor is less pressing than in his youth; and as he is not expected to have the passive qualities of an object, the alteration of his face and body does not spoil his possibilities of seduction.",contemporary
feminism,1949,a sensual woman strives to conquer a new lover.,contemporary
feminism,1949,"the aging woman well knows that if she has ceased being a sexual object, it is not only because her flesh no longer provides man with fresh treasures: it is also that her past and her experience make a person of her whether she likes it or not; she has fought, loved, wanted, suffered, and taken pleasure for herself: this autonomy is intimidating; she tries to disavow it; she exaggerates her femininity, she adorns herself, wears perfume, she becomes totally charming, gracious, pure immanence; she admires her male interlocutor with a naive eye and childish intonations; she ostentatiously brings up her memories of girlhood; instead of speaking, she chirps, claps her hands, bursts out laughing.",contemporary
feminism,1949,"thus, in this story by stekel: mrs.z. was forty years old, had three children and twenty years of married life behind her when she began to think she was misunderstood, that she had wasted her life; she took up various new activities among which was going skiing in the mountains; there she met a thirty year old man and became his mistress; but soon after, he fell in love with mrs.z.'s daughter",contemporary
feminism,1949,"she agreed to their marriage so as to keep her lover near her; there was an unacknowledged but very strong homosexual love between mother and daughter, which partially explains this decision.",contemporary
feminism,1949,"nevertheless, the situation soon became intolerable, the lover sometimes leaving the mother's bed during the night to be with the daughter.",contemporary
feminism,1949,"but her dreams are peopled with erotic fantasies that she calls up during waking hours as well; she manifests an exalted and sensual tenderness to her children; she cultivates incestuous obsessions with her son; she secretly falls in love with one young man after another; like an adolescent girl, she is haunted by ideas of rape; she also feels the attraction of prostitution; the ambivalence of her desires and fears produces an anxiety that sometimes leads to neuroses: she scandalizes her family and friends by bizarre behavior that in fact merely expresses her imaginary life.",contemporary
feminism,1949,"and since love is even more than ever her essential preoccupation, it is understandable that she lets herself go to the illusion that she is loved.",contemporary
feminism,1949,"deprived of all human love, even in their dreams, many women seek relief in god; the flirt, the lover, and the dissolute become pious around menopause.",contemporary
feminism,1949,"she approaches it with the fervor of a convert; she is converted to love, life, god, art, and humanity: she loses and magnifies herself in these entities.",contemporary
feminism,1949,"vexed, determined to 'live her life,' she will have fewer scruples than before if she ever had any in taking lovers; but there again they have to let themselves be taken: it is a manhunt.",contemporary
feminism,1949,"the tale of the little knife, popular in the middle ages, illustrates these insatiable ogresses' fate: a young woman, as thanks for her favors, asked each of her lovers for a little knife, which she kept in a cupboard; the day came when the cupboard was full: but it was then that the lovers began to demand from her a little knife after each night of love; the cupboard was soon emptied; all the little knives had been returned: others had to be bought.",contemporary
feminism,1949,"he will defend her against her spouse's supremacy, avenge her for the lovers she has had and those she has not had; he will be her liberator, her savior.",contemporary
feminism,1949,"when the mother plays in a more or less veiled way at seeing her son as a lover, it is just a game.",contemporary
feminism,1949,"but it is a couple; it is from the depths of her femininity that the mother hails in her son the sovereign man; she puts herself in his hands with as much fervor as a lover, and in exchange for this gift, she counts on being raised to the right hand of the god.",contemporary
feminism,1949,"to gain this assumption, the woman in love appeals to the lover's freedom: she generously assumes a risk; her anxious demands are the ransom.",contemporary
feminism,1949,"the mother reckons she has acquired holy rights by the simple fact of giving birth; she does not expect her son to see himself in her in order for her to consider him her creation, her property; she is less demanding than the woman lover because she is of a more tranquil bad faith; having made a being of flesh, she makes an existence her own: she appropriates its acts, accomplishments, and merits.",contemporary
feminism,1949,"though she may approve in principle of her son's undertakings, she is torn by a contradiction similar to one that tortures the woman in love.",contemporary
feminism,1949,"each woman understands the beloved's happiness in her own way: the wife wants to see in him a man through whom she will control the world; the mother tries to keep him by taking him back to his childhood; to the projects of the young wife who expects her husband to become rich or important, the mother counters with the laws of his unchanging essence: he is fragile, he must not tire himself.",contemporary
feminism,1949,"normally, the grandmother overcomes her hostility; sometimes she obstinately sees the newborn as her son's alone, and she loves it tyrannically; but generally the young mother and her own mother claim it for their own; the jealous grandmother cultivates an ambiguous affection for the baby, where hostility hides in the guise of concern.",contemporary
feminism,1949,resentment often distorts the spontaneous love she felt at first for the child.,contemporary
feminism,1949,"yet if the grandmother maintains her warm affection for her grandchildren while giving up the idea of entirely possessing them, she can play the privileged role of guardian angel in their lives: recognizing neither rights nor responsibilities, she loves them out of pure generosity; she does not entertain narcissistic dreams through them, she asks nothing of them, she does not sacrifice their future in which she will not be present: what she loves are the little flesh and blood beings who are there today in their contingency and their gratuitousness; she is not an educator; she does not represent abstract justice or law.",contemporary
feminism,1949,"she offers maternal tenderness to young people; whether or not her affection remains platonic, it is not necessarily hypocrisy that makes her declare that she loves her young prot 'like a son': the mother's feelings, inversely, are love feelings.",contemporary
feminism,1949,"it is true that mme de warens's competitors take pleasure in generously satisfying, helping, and shaping a man: they want to be the source, the necessary condition, and the foundation of an existence that has passed them by; they become mothers and find their identity in their lovers far more in this role than in the role of mistress.",contemporary
feminism,1949,"in all olympus, there is one sovereign god; the prestigious virile essence must be gathered in one archetype of which father, husband, and lovers are merely vague reflections.",contemporary
feminism,1949,"she will also take refuge in comfort and well being; moreover, if she avidly pursues sexual pleasure, it is often because she is frustrated; sexually unsatisfied, destined to male brutality, 'condemned to masculine ugliness,' she consoles herself with creamy sauces, heady wines, velvets, the caresses of water, sun, a woman friend, or a young lover.",contemporary
feminism,1949,"it is true that she generally lacks real self regard; advice to the 'lovelorn,' to betrayed wives, and to abandoned lovers is inspired by a spirit of abject submission; the woman exhausts herself in arrogant scenes and in the end gathers up the crumbs the male is willing to throw her.",contemporary
feminism,1949,it is noteworthy that the hostility she feels for the husband or the lover binds her to him instead of moving her away from him; a man who begins to detest wife or mistress tries to get away from her: but she wants to have the man she hates nearby to make him pay.,contemporary
feminism,1949,"the mother rarely has crying fits in front of her young children because she can beat or punish them: it is in front of her older son, her husband, or her lover, on whom she has no hold, that the woman gives vent to furious hopelessness.",contemporary
feminism,1949,", she is waiting for love, she is waiting for gratitude and her husband's or lover's praise; she expects to gain from them her reasons to exist, her worth, and her very being.",contemporary
feminism,1949,", the woman endures his absence every day; it is the lover even if passionate who decides on the separation and meetings according to his obligations.",contemporary
feminism,1949,"the only thing she can do is to be late for the date the lover set up; or not to be ready at the time the husband fixed; this is the way she asserts the importance of her own occupations, she claims her independence, she becomes the essential subject for a moment while the other passively submits to her will.",contemporary
feminism,1949,the man pompously drums his code of virtue and honor into her; but secretly he invites her to disobey it: he even counts on this disobedience; the whole lovely facade he hides behind would collapse without it.,contemporary
feminism,1949,we have seen the hypocrisy of men decreeing abortion to be criminal when every year in france a million women are put by men into the situation where they have to abort; very often the husband or lover imposes this solution on them; and often these men tacitly assume that it will be used if necessary.,contemporary
feminism,1949,"she lies to keep her man and ensure her daily bread scenes and tears, uncontrollable transports of love, hysterics",contemporary
feminism,1949,"the wife and the courtesan lie in feigning transports they do not feel; afterward, with their lovers or girlfriends, they make fun of the naive vanity of their dupe: 'not only do they 'botch it,' but they want us to wear ourselves out moaning with pleasure,' they say resentfully.",contemporary
feminism,1949,prohibition and contraband are inseparable in love as in business.',contemporary
feminism,1949,"doubtless the husband or lover is irritated by the faults of the particular woman he lives with; yet, extolling the charms of femininity in general, he considers it to be inseparable from its flaws.",contemporary
feminism,1949,"she is evoking both the sexual vigor and the social effectiveness of the male she admires: in both are expressed the same creative sovereignty; she does not think he can be a great artist, a grand businessman, a general, or a chief without being a great lover: his social success is always a sexual attraction; inversely, she is ready to recognize genius in the man who satisfies her.",contemporary
feminism,1949,"if i become famous,' wrote a girl in love with a man she considered superior, 'r.?? will surely marry me because it will flatter his vanity; his chest will swell with me on his arm.'",contemporary
feminism,1949,"one feels a demanding severity the opposite of authentic esteem for an individual who is loved in his freedom and humanity, whereas a woman kneeling before her male can very well pride herself on 'knowing how to deal with him,' or 'handle him,' and she complaisantly flatters his 'weaknesses' without his losing prestige; this is the proof that she does not feel friendship for his individual person as expressed in his real acts; blindly she bows to the general essence",contemporary
feminism,1949,"her life is spent scrubbing pots and pans, and it is a marvelous romance; vassal to man, she believes she is his idol; debased in her flesh, she exalts love.",contemporary
feminism,1949,"when she smiles into the mirror, she forgets her carnal contingence; in love's embrace, in motherhood, her image disappears.",contemporary
feminism,1949,the woman who maintained her independence through all her servitudes will ardently love her own freedom in nature.,contemporary
feminism,1949,"for the woman, religion authorizes self indulgence; it gives her the guide, father, lover, titular divinity she nostalgically needs; it feeds her reveries; it fills her empty hours.",contemporary
feminism,1949,"when her imagination is not lost in vain dreams, she becomes full of sympathy: she tries to understand the other in his uniqueness and re create him in herself; regarding her husband, her lover, she is capable of true identification: she makes his projects and his cares her own in a way he could not imitate.",contemporary
feminism,1949,"her dependence prohibits detachment for her; but she draws real generosity from her imposed devotion; she forgets herself in favor of her husband, her lover, her child, she ceases to think of herself, she is pure offering, gift.",contemporary
feminism,1949,"it is this ultimate effort sometimes ridiculous, often pathetic of the imprisoned woman to convert her prison into a heaven of glory, her servitude into sovereign freedom, that we find in the narcissist, the woman in love, and the mystic.",contemporary
feminism,1949,what is true is that circumstances invite woman more than man to turn toward self and to dedicate her love to herself.,contemporary
feminism,1949,all love demands the duality of a subject and an object.,contemporary
feminism,1949,"her education has encouraged her to alienate herself wholly in her body, puberty having revealed this body as passive and desirable; it is a thing she can touch, that satin or velvet arouses, and that she can contemplate with a lover's gaze.",contemporary
feminism,1949,"in solitary pleasure, it may happen that the woman splits into a male subject and a female object; dalbiez studied the case of ir ne, who said to herself, 'i'm going to love myself,' or more passionately, 'i'm going to possess myself,' or in a paroxysm, '",contemporary
feminism,1949,": i loved dolls, i endowed their immobility with the life of my own existence; i could not have slept under the warmth of a cover if they were not also wrapped in wool and feathers i dreamed of truly savoring pure solitude as two this need to persist intact, to be twice myself",contemporary
feminism,1949,"i love myself, i am my god!'",contemporary
feminism,1949,"the girl who saw beauty, desire, love, and happiness deep in her mirror, endowed with her own features animated, so she thinks, by her own consciousness will try her whole life to use the promises of this blinding revelation. '",contemporary
feminism,1949,"it is you i love,' confides marie bashkirtseff to her reflection one day.",contemporary
feminism,1949,"another day she writes: 'i love myself so much, i make myself so happy that i was as if crazy at dinner.'",contemporary
feminism,1949,a woman who confides in a woman friend or a lover almost always begins her stories with these words: ',contemporary
feminism,1949,"when i was a little girl ??' they are nostalgic for this period when they felt their father's beneficent and imposing hand on their head while tasting the joys of independence; protected and justified by adults, they were autonomous individuals with a free future opening before them: now, however, they are poorly protected by marriage and love and have become servants or objects, imprisoned in the present.",contemporary
feminism,1949,"dorothy parker captured this widespread true to life characteristic: she liked to think of herself as one for whom flowers would thrive, who must always have blossoms about her, if she would be truly happy she told people, in little bursts of confidence, that she loved flowers.",contemporary
feminism,1949,"she had other little confessions of affection always with a little hesitation, as if understandably delicate about baring her heart, she told her love for color, the country, a good time, a really interesting play, nice materials, well made clothes, and sunshine.",contemporary
feminism,1949,"when she parades in salons, when she abandons herself on the arm of a lover, the woman accomplishes her mission: she is venus dispensing the treasures of her beauty to the world.",contemporary
feminism,1949,"likewise, isadora duncan, as she depicts herself in my life: after a performance, in my tunic, with my hair crowned with roses, i was so lovely.",contemporary
feminism,1949,why should not this loveliness be enjoyed?,contemporary
feminism,1949,but i love it so much when i'm spoken about!',contemporary
feminism,1949,"she talks about herself to her women friends; more avidly than in anything else, she seeks a witness in the lover.",contemporary
feminism,1949,"the woman in love quickly forgets herself; but many women are incapable of real love, precisely because they never forget themselves.",contemporary
feminism,1949,and mme de noailles writes: i loved and love the agora,contemporary
feminism,1949,"at coppet, one of her favorite pastimes was to declaim tragic roles; playing phaedra, she would readily make ardent declarations to young lovers whom she dressed up as hippolytus.",contemporary
feminism,1949,the stubborn narcissist will be as limited in art as in love because she does not know how to give herself.,contemporary
feminism,1949,"marie bashkirtseff, so avid for glory, spent hours in front of her easel; but she loved herself too much to seriously love to paint.",contemporary
feminism,1949,"knowing they are lovable, desirable, and admirable, they feel certain of being loved, desired, and admired.",contemporary
feminism,1949,"these illusions can give rise to real derangement; cl rambault had good reason to consider erotomania 'a kind of professional derangement'; to feel like a woman is to feel like a desirable object, to believe oneself desired and loved.",contemporary
feminism,1949,it is significant that nine out of ten patients with 'illusions of being loved' are women.,contemporary
feminism,1949,they are clearly seeking in their imaginary lover the apotheosis of their narcissism.,contemporary
feminism,1949,the subject is illuminated and glorified by the love of an admirable man who was suddenly fascinated by her charms though she expected nothing from him and displays his feelings in a circuitous but imperious way; this relation at times remains ideal and at other times assumes a sexual form; but what characterizes it essentially is that the powerful and glorious demigod loves more than he is loved and he displays his passion in bizarre and ambiguous behavior.,contemporary
feminism,1949,he sent a singer to my courtyard to demonstrate his love to me,contemporary
feminism,1949,"she likes to expand her experiences: she wants to experience the headiness and torments of being in love, the pure joys of motherhood, friendship, solitude, tears, and laughter; but because she can never give herself, her sentiments and emotions are fabricated.",contemporary
feminism,1949,"the woman in love who encloses her lover in the couple's immanence dooms him to death with herself: the narcissist, alienating herself in her imaginary double, destroys herself.",contemporary
feminism,1949,"the woman in love the word 'love' has not at all the same meaning for both sexes, and this is a source of the grave misunderstandings that separate them.",contemporary
feminism,1949,"byron rightly said that love is merely an occupation in the life of the man, while it is life itself for the woman.",contemporary
feminism,1949,"the same word 'love,' he says, means, in fact, two different things for the man and for the woman: what woman means by love is clear enough: total devotion (not mere surrender) with soul and body, without any consideration or reserve",contemporary
feminism,1949,in this absence of conditions her love is a faith; woman has no other faith.,contemporary
feminism,1949,"man, when he loves a woman, wan precisely this love from her and is thus himself as far as can be from the presupposition of feminine love.",contemporary
feminism,1949,"men might be passionate lovers at certain moments of their existence, but there is not one who could be defined as 'a man in love'; in their most violent passions, they never abandon themselves completely; even if they fall on their knees before their mistresses, they still wish to possess them, annex them; at the heart of their lives, they remain sovereign subjects; the woman they love is merely one value among others; they want to integrate her into their existence, not submerge their entire existence in her.",contemporary
feminism,1949,"by contrast, love for the woman is a total abdication for the benefit of a master.",contemporary
feminism,1949,"sauvage writes: 'when the woman loves, she must forget her own personality.",contemporary
feminism,1949,it is the difference in their situations that is reflected in the conceptions man and woman have of love.,contemporary
